MESSAGE,LABEL
у меня выскакивает ошибка при выводе,7
Здравствуйте почему я не могу вывести Пета?Могу предоставить скрин ошибки!,4
"Добрый. Сегодня, 17.01.21 были произведены покупки петов. С счета донги были сняты, но в инвентаре петы не появились. В истории покупки отображаются. Прошу помочь в проблемой. Мой ID 61ac68923717e3ee371845ad Скриншот прилагаю.",9
"Я купила петов, а они пропали из инвентаря",9
"здраувствуйте, я хочу снять пета с продажы, но пишут что сайт на тех. работах. когда тех. работы прекратятся?",3
"Здравствуйте. Писала вчера по поводу того, что купила фр корову и ее не оказалось у меня в инвентаре. Можно оформить возврат?)",9
Я купила петов не отдали и даже денег не вернули,9
Здравствуйте,1
Вернуться к боту,11
почему у меня исчезли 30 р,9
"Добрый. Сегодня, 17.01.21 были произведены покупки петов. С счета донги были сняты, но в инвентаре петы не появились. В истории покупки отображаются. Прошу помочь в проблемой. Спасибо.",9
"Я хотел бы спросить, долго сайт будет на технической работе?",3
здраствуйте,1
"Здравствуйте, я хочу произвести покупку , пишет , что чат на тех работах , долго ли они будут/это у меня ошибка",3
Почему я не могу вывести деньги на киви?,7
Здравствуйте какое у меня место в очереди ?,9
привет.купила питомца и не нашла его в инвентаре !!!деньги сняли в покупках есть а в инвентаре нет!!!,9
Здравствуйте,1
Ты дебил,9
как купить пета,9
"3 день я не могу вывести пета, а вы всё говорите, попробовать позже",4
Почему ничего не изменилось?Что должно было произойти?Я вам писала на счёт арктик оленя.,9
вивел деньги уже 30 минут не приходит,7
"Здравствуйте,я купила у вас пета а в инвентаре он у меня не появился.",9
Hi,1
Please give me your instagram,9
"Получается,что сова просто сама появится в инвенторе?",9
"Здравствуйте,я хотела вывести питомцев но при нажатии на кнопку *вывести* дало ошибку и написано *не получилось создать встречу с ботом..Мы пытаемся это исправить* как долго мне нужно ждать?",4
я вам отправил скрины,9
Здравствуйте я купила пета и у меня в инвентаре он не появился,9
https://file.starpets.gg/static/images/3ebb04fd652fa027aaf3676b51052cd92.png,9
"Здравствуйте, когда закончатся тех работы?",3
Здравствуйте вчера питомцев купила они не появились в инвентаре,9
Когда вернут петов,9
Здравствуйте зашла на сайт смотри забрали 275 рублей из-за чего,9
"здравствуйте, недавно на вашей платформе произошел баг, можно узнать в течении какого времени прийдут петы?",9
Здравствуйте я все понимаю но блин это уже слишком я купила 24 питомца!!!и опять у меня не одного Пета в инвентаре ужас!!!! Это не впервые поэтому это ужасно я не готова покупать каких либо петов и ждать когда наконец-то он появится.,9
Мне помагал друго помощник но почепуто результата нет,9
Где мой оператор,9
"Здравствуйте. За время всей ситуации с петами я обратился к 2 оператором с заявкой. Первый ответил, что петы придут в течении недели, второй же ответил что в течении 48 часов",9
https://file.starpets.gg/static/images/6bad66f102944b5e4af4791e29d497a104.jpeg,9
"вы в конец обнаглели?? фиг с ним что при передаче пропали петы, фиг с ним, что потом после глюка сайта опять пропали, фиг с ним, что вчера купил петов, они не в инвентаре и вы положили большой и толстый на это. в конце концов пытаюсь вывести деньги с сайта 2882 руб. сайт сначала это фиксирует, а потом показывает ошибка, а сейчас просто эта сумма испарилась и осталось 726 руб... вы о""уели просто в корень ребята.",9
"Здраствуйте, я купил петов в инвентарь не пришли петы будут возвращены?",9
"Здравствуйте, я купила пета, у меня его нет в инвентаре. Что делать???",9
здравствуйте,1
Здравствуйте,1
"Здраствуйте, а когда примерно можно уже будет покупать петов и продавать  их?",3
Здравствуйте! У меня ушло 927 рублей а петов в инвентаре нет,9
"здравствуйте, у меня вопрос, почему так произошло, что я продала своих додо и единорогов, деньги пришли, но они пришли ко мне в инвентарь, а деньги не сняли, а снять с продажи не могу пишет : ""сайт на техн. работах"" почему так?",3
Здраствуйте я вчера купил питомцев и они не пришли в инвентарь,9
когда заработает стар петс?,3
Часто Задаваемые Вопросы,11
"оплатил пополнение баланса, а деньги не пришли.",6
Здравствуйте Я вчера купил Фр фроста фури и Фр голема я купил а их нету а деньги списали,9
Здравствуйте,1
Я вам сказала я подаю в полицию ви мне неоддаёте попугая все,4
"оплатил пополнение баланса, а деньги не пришли.",6
Я купил н голдхорна деньги списались а голдхорна неон нет,9
"Здравствуйте, когда вы мне вернёте моих петов, а это 2 NFR черепахи??",9
"Здравствуйте у вас такая проблема что ли, я вчера купила петов но они не поевились в инвентаре",9
"извините, вы бы не могли подарить мне питомцев?? меня недавно обманули.. я была бы очень рада заранее спасибо",9
"Здравствуйте, почему у меня списалось с счета 7 рублей??",9
Здравствуйте,1
"Здравствуйте.Я писал 6 дней назад несёт вывода средств,что они не приходят.Я подал заявку и мне сказали что в течение 10 дней ей проверят.Значит 22 января в субботу мне придут денежные средства,которые я выводил?",7
"Так пета отдали,а деньги получить не можем",9
Подскажите Пж. Сайт на покупку питомцев заработал или нет?Вчера вечером снова купил питомцев Деньги списали а питомце в инвентаре нет. Вернут мене деньги или Питомцев ?,9
"Здравствуйте, не можем найти бота, его нет на сервере, хотя он подключён",5
"Здравствуйте. У меня с кошелька StarPets пропало около 50 рублей. Я ничего не покупала, деньги не выводила. Что делать?",9
здраствуйте у вас есть информация от технического специалиста о моей проблеме с петами?,9
"Здравствуйте, связывалась с тех поддержкой вчера по поводу покупки петов, не появились в инвентаре до сих пор. Связалась сейчас спросила насчет тех работ, говорят закончены, но мне пишет что еще нет при попытке снять питомца с продажи",9
"оплатил пополнение баланса, а деньги не пришли.",6
А что с сайтам,3
Стоп,9
"Здравствуйте, а сколько примерно будут еще идти тех работы над сайтом?",3
"Здраствуйте,  я хотел вывести 80 рублей получилось но у меня статус: Ошибка",7
"Здравствуйте,я купила питомца,но его нет в моём инвенторе",9
долга будут ити работы,3
Я купил много яиц. Деньги списали а яйца в инвентарь не добавились.,9
Здравствуйте,1
"Здравствуйте, как у вас дела?",1
"Здравствуйте , когда закончатся тех работы на сайте",3
Здравствуйте я вчера купила петы и у меня не появилис петы в интернете вы сказали что сегодня мне должны дать петов а у меня в инвентаре нету петов :(((((,9
"Здравствуйте, купила петов, в инвентаре не отображаются! Что делать?",9
"Здравствуйте, когда вернут петов купленных мной?, а точнее 2 Nfr turtles",9
"Здравствуйте, петы не появились в инвентаре после покупки",9
"здравствуйте, недавно я покупала у вас петов и они не пришли. можно спросить почему когда я писала в поодержку, мне сказали что все вернут, а на деле мне еще не пришли мои петы(",9
Добрый вечер! Купила яйцо пэт - оно отсутствует в инвентаре,9
здравствуйте,1
м,9
Здраствуйте,1
"Здравствуйте, я купил пета Крокодил за 40 только почему-то нет его в инвентаре?",9
Здравствуйте сайт уже работает?,3
Здраствуйте,1
Здраствуйте что с выводом? вылазит ошибка без текста,7
Это Ева,9
Как скоро закончится тех. работы,3
"Здраствуйте, а себе купила пета но он у меня в  инвенторе не появился, подскажите что делать?",9
Здраствуйте!,1
"Здравствуйте , у меня появилась ошибка авторизации .",9
"здравствуйте, я хотела бы с вами пообщаться... мне очень одиноко извините если потревожила❤️",9
Связаться с поддержкой,11
когда отлагает рыынок,9
How much timeyou to the end the clock,9
через сколько часов починится инвентарь?,3
здравствуйте что мне делать если я купила петов а в инвентаре у меня их нету?,9
"здравствуйте,я вчера купила фр евила, нр пингвина, и нр манки мне они еще не пришли",9
Hi who is the problem gets back sorry I live from nine,9
"Здраствуйте,мне нужен вывод денег обычно вы выводите быстро а щас долго",7
I wante frosta,9
"Ко мне непришли хаски , золотой морж,куала",9
Почему ещё рынок переполнен уже достаточно время при,9
"Я не смогу но у меня не пришла хаски,заллтой морж,куала и альбино летучая мыш",9
Здрасьте,1
я покупала единорога,9
Почему сайт ищё не починили?,3
"Здравствуйте! Такая проблема, я купила товар Black Panther Fly Ride за 35₽, она мне не выдалась, а деньги списались, верните деньги или отдайте питомца",9
"Здравствуйте, почему я не могу вывести деньги со счета сайта?",7
Здравствуйте,1
Здраствуйте,1
Прости а когда у вас закончится работы технические?,3
А согут прити щаатра?,9
Свезатся с поддержкой,11
"Я случайно,скопировал,вам не ту електронную почту",9
"добрый день, я вчера купила питомцев, деньги списались, а питомцы в инвентаре не ро",9
Здравствуйте,1
"Здравствуйте, когда будет доступен ввывод средств/питомцев?",3
Я даже не знаю чем вы можете помочь,1
Здравствуйте,1
Здравствуйте! Как скоро мне должны вернуть пета? (Capybara),9
"Здравствуйте ещё раз, у меня удалили аккаунт и хотелось бы вернуть всех петов которых, я покупал у вас🤧 можно так сделать? 🥲",9
у меня при покупке пропали turtle и два неон skele rex,9
Я не могу вывести своего мишку мне бот отклоняет трейд в старый последний момент,4
G,9
"Здравствуйте,у меня произошёл баг",9
Здравствуйте у меня до сих пор нет моих петов,9
Когда откроют сайт?,3
Ало блять,9
His,1
"Здравствуйте, когда мне вернут 2 nfr turtle куплены мной вчера? их у меня не оказалось в инвентаре.",9
да что у вас происходит мне кто то ответит или нет?,9
Здравствуйте,1
Жду,1
здраствуйте,1
У меня не появляются петы в корзине,9
"Здравствуйте,  скажите пожалуйста почему я не могу вывести 1500 рублей которые есть у меня на балансе этого сайта",7
Здрасьте,1
кхм,9
"Здравствуйте,я пробую вывести деньги но они не выводятся,пишит что не правильная карта",7
"Здравствуйте, у меня нету половины петов которых я купила! Деньги списаны! Что делать??? Только фурия! Я купила черепаху фр, лягушку фр и снеговика неон флай райд!",9
когда востоновится инвентарь?,9
Почему у меня так медленно подбирается бот?,4
"Здравствуйте, помогите пожалуйста я вывел 4000 но деньги ещё не пришли, пожалуста помните мне сейчас очень нужны ДЕНЬГИ мои",7
"Здравствуйте,а когда примерно будет работать покупки и нивентарь?",12
Здрасьвуйте! Почему я не могу пополнить счёт банковской картой?,6
https://file.starpets.gg/static/images/105283fc9467f10d3377f9bf06bb85d48e.png,9
Почему я немогу купить петомца ?,9
"тоесть в течении дня вернуться петы, здравствуйте ещё раз",9
"Здравствуйте. Я приобрела питомца на StarPets, но в инвентаре вашего сайта он не появлся. Что делать?",9
Пожалуйста можете посмотреть авторизован ли мой аккаунт?,9
Здравствуйте,1
"Я купил ride pink cat за 43 р, однако он не появился в моем инвентаре",9
Здравствуйте  я купила петов а они в инвентаре не отоброзились все деньги в воздух?,9
"plhfcnb rjulg cfbn hfc ,fuetwf",9
Как там моя заявка?,9
"Здравствуйте, купила вчера двух неоновых оленей,но у меня их инвенторе не было,могу показать что я их купила",9
https://file.starpets.gg/static/images/7c3d510f107e423490035f528c03cad172.png,9
"здраствуйте, вчера я купила пета ride lamp а в инвентаре его нету, я знаю что баг и говорят нужно писать об этом в поддержку",9
Почему starpets не работает?,3
Меня перекидавает на сайт роблокса,9
Здравствуйте,1
Здравствуйте,1
"Здраствуйте, я вчера купил петов они не пришли в инвентарь я написал в подершку и мою проблему отправили в  технический отдел , вопрос мне вернут петов?",9
Где оператор?,9
Купил Frost Dragon. Но его нет в инвентаре.тарв,9
https://file.starpets.gg/static/images/57a8210877cf029dbf6cb10d1a7d941099c.png,9
https://file.starpets.gg/static/images/58b5dcf0612a481094a476f6b6fdd104d2.png,9
הבעיה שלי שאני רוצה שיראו ת המחיר אבל. לא רואים,9
Здравствуйте почему у меня так и не появились петомцы я вчера видел в вашем телеграме то что петов должны вернуть и их нету где они??,9
"Здравствуйте, я 2 часа назад купила райд розовую кошку за 35 рублей, а она не появилась в инвентаре. Что делать?",9
"здравствуйте, я недавно купила неон арктик фокс (4 штуки) и пришла только одна, вы можете помочь?",9
Amit,9
"Здравствуйте, когда будут работать ввыводы питомцев??",4
Я хочу забрать своего питомца а сайт на каких-то технических перерывах,4
Я купила пета а он не появился в инвентаре,9
"Здравствуйте, проблема та же, что и у многих: купил петомцев, деньги списались, а в инвентаре их нет",9
деньги исчезли а петы в инвентаре не появились,9
"Здравствуйте, петов нету в инвентаре",9
Что с сайтом? Почему так долго выводятся деньги?,7
https://starpets.gg/img/ice-newyear.c01927f3.svg,9
Мне не пришли питомцы,9
Здравствуйте,1
https://file.starpets.gg/static/images/828b3c5d55a104cbc8a8c61b83dc655ce.jpg,9
Моя проблема в том шо я купив петів на всі гроші а в інвінтарі їх нема можете помоч з  цим,9
Здравствуйте я сегодня покупала пета за него деньги списали а пета нет я обратилась в поддержку. Мне сказали что мой пет будет начислен мне. А вместо моего пета у меня какие-то не понятные.,9
Здраствуйте я купил петов ко мне в инвентарь не пришли  токо купил ещё одного он пришол другие 2 нет,9
"Здравствуйте,можно ещё узнать. Если все таки мне будут возвращать то вернут деньги на баланс или питомцев в инвентарь?",9
"Нуу, крч, я купила пета а его нет в инвентаре, че мне делать? Хотя деньги сняли",9
Здравствуйте купила пета а его нет в инвентаре,9
"Здравствуйте, оператор уже рассматривает мою заявку по выводу NFR черепах?",9
Почему бот не принимает трейд?,4
Помогите пожалуйста,9
АЛЕ,1
Бот не принимает trade,4
"Прошлый оператор сказал что моя проблема будет решена в течении недели (я купил пета , а он не добавился в инвентарь), а на канале Старпетс написано, что вы должны решить проблему в течении 48 часов",9
Не могу купить пета пишет неизвестная ошибка,12
Здравствуйте,1
"Здравствуйте, когда будет возврат?",9
Я вам сказала нахуй додавайте попугая иначе я буду в полицю за точто я проебала деньги,9
hi,1
https://file.starpets.gg/static/images/aee480df5faf711568ebe637f650fad7.jpg,9
Привет,1
"Здраствуйте, у меня стояла автопокупка на мега тирекса за 400 руб, у меня не было столько на балансе и  у меня купили ворона и эти деньги ушли на покупку тирекса но он не появился в инвентаре а деньги списали",9
"Я купила себе 4 бернардов: 3 обычных, 1 фр. У меня их нет в инвентаре.",9
почему я покупал 2 раза skele rex и они не появились в инвентаре,9
здравствуйте,1
Я немогу пополнить щёт,6
"Я купила петов.Деньги списались,а питомцы на инвентарь не пришли.",9
Трэйд не прошел успешно но бот не отдает пета и он исчез из инвентаря,9
Можете пожалуйста сказать как учавствовать в конкурсе?,9
Здравствуйте! Я преобрела питомцев в 19:56,9
Пропал один Индюк из 4,9
"Что если ты купил пета, а его нет в инвентаре?",9
"Здравствуйте, когда будут доступны ввыводы питомцев и история ввыводов средств",3
Здравствуйте,1
"Петы купили,они есть в истории покупок,но бот их не передал!как я могу получить петов или деньги обратно?",9
Здравствуйте я купил на сайте петов мне они не пришли в инвентарь,9
Здравствуйте могу ли я сейчас купить пета у меня появится пет в интернете или вы его не исправили ошибку???,9
"Я купила петов, а они не появились в инвентаре. как быть?",9
я купил вещь деньги снялись а она не пришла в инвентарь,9
"Здравствуйте,я добавила вчера питомца в инвентарь и сразу же его продала,и болтше такого не покупала,но мне пришли ещё раз деньги за него",9
а когла можно,9
(,9
"Здравствуйте,почему я не могу пополнить счёт",6
У меня нет черипахи в инвентаре и я её купила у меня снялись деньги,9
Я купила пета я мне эно не дали я заплатила рубли что делать?,9
"Здравствуйте, почему я купила петов а их нету в инвентаре?!",9
у меня снежную сову нельзя вывести,4
Здравствуйте,1
У меня питомиц не пришли в инвентарь,9
почему мне не пришли петы?,9
zdrstvuyte,9
"Здравствуйте, хотела бы узнать, почему петов, которых я давала с этого акка перешли в аккаунт совершенно другого человека? У меня даже других аккаунтов на стар петс нет. Мне так сказала ваша поддержка несколько дней назад.",9
Еее,9
"Здравствуйте почему я купил петов,деньги потратились а сами петы не высвечиваются",9
Здравствуйте,1
извините чтоипишу еще раз,9
"здравствуйте, хочу спросить когда закончатся технические работы на сайте?",3
"Здравствуйте. я купила петов на примерно 55₽,а они не появились в инвентаре. как это можно решить?",9
"Что если ты купил пета, а его нет в инвентаре?",9
"Простите, я купила двух райд снежных големов, но их у меня нету в инвентаре и деньги с меня сняли, вопрос где мои 2 снежных райд голема?",9
У меня при отмене бесконечная щагрузка,4
Здраствуйтк,1
"Здравствуйте, у меня баг с петами",9
"Простите, я купила двух райд снежных големов, но их у меня нету в инвентаре и деньги с меня сняли, вопрос где мои 2 снежных райд голема?",9
"здравствуйте, у меня такая проблема я купила петов деньги списали, а петов не отдали. посмотрите пожалуйста в чем проблема",9
Здравствуйте,1
Я купил 2 черных пуми но у меня их нету в инвентаре,9
Ну что?,9
Здравствуйте !,1
извените а это точная информация что мне вернут моих петов в течении недели?,9
"У меня из инвентаря пропала моя снежная сова, она у меня стояла на продаже, но её никто не купил, по крайней мере деньги не пришли, а значит она пропала",9
"почему покупка проходит, деньги снимают, в истории покупки есть, а в инвентаре пустоо",9
היי אני מנסה לקנות כסף מהמשחק  וזה לא נותן לי אשמח לעזרה מאיש צוות.,4
я купил петов и их нет в иевентаре,9
добрый день,1
"Здравствуйте, не могу снять пета с продажи, неизвестная ошибка",12
"Здравствуйте, купила петов, в инвентаре не отображаются! Что делать?",9
"На счет вещей , которых нет в инвентаре при покупке",9
Я купил пета а в инвентаре он не появился,9
"Бот не отдал петов,как их получить?",4
"добрый день, у меня возникла проблема",1
"мне не помогли , деньги за петов взяли , а в инвентаре они не появились",9
"Здравствуйте, у меня проблемы с отображением сайта",9
"Добрый вечер, я купила у вас свинку райд, рась,и два яйца они не появились в инвенторе что делать?",9
"Здравствуйте, что делать если куплены петы, но они не появились в инвентаре?",9
Здравствуйте,1
"Здравствуйте, я купил ф пета он не появился у меня в инвентаре",9
"Здравствуйте,когда примерно сервера освободятся? Писал в поддержку ещё днём(совершил покупки,а они не пришли)мне сказали подождать (сервера заполнены),но прошло достаточно много времени.",9
61dc43611deeb49dd7e71227,9
Извините здравствуйте,1
почему я не могу продать пэта,12
"Здравствуйте,я уже сегодня к вам обращалась,я на счёт того что я ккпила питомца а он так и не появился у меня в инвентаре,вы просили подождать. Прошло больше 1-2 часов,а питомца так и нет. А деньги списались со счёта",9
"купила петов , а их нет в инвентаре",9
я купил пета мне он не пришол,9
Я купил 5 яиц и мфр Bee но они у меня не появились в инвентаре на сайте,9
Я купила cow деньги списали а корову не дали,9
Здравствуйте! У меня такая проблема.. Я купила коричневого мишку фр за 20 рублей деньги деньги сняли а пета в инвентаре нету,9
Здравствуйте можете мне помочь,1
Здравствуйте,1
У меня не появились петы которые я купила на 55 рублей,9
"Здравствуйте, я вывел деньги 2 часа назад а оно досих пор не пришли",7
"Здравствуйте, можно спросить скоро ли можно будет донатить через сбер?",6
Здравствуйте Я получила петов а они остались в инвесторе стар пета можно их вернуть вам ?,9
Здраствуйте вот я сегодня покупал 2 австралийских яйца за 20 рублей но у меня не заходило на сервер а 20 рублей списаны,9
I BOUGHT PETS AND SEE THEM ON MY INVENTORY,9
https://file.starpets.gg/static/images/f178f2065eb796310b20dfe7cfb6b813f.jpg,9
Здрасте,1
Я купила себе петов но их нет в наличии,9
помогите срочно,1
"Я купил пета метал окс пост тин, баланс снялся, а пет не появился в инвенте",9
"Здравствуйте, я купила пета норку обычную за 20₽, ДЕНЬГИ СПИСАЛИСЬ, А ПЕТ НЕ ПОЯВИЛСЯ В ИНВЕНТАРЕ! ЧТО МНЕ ДЕЛАТЬ???!!",9
здраствуйте сегодня в 6:45 утра я хотел вывести 1550 рублей,7
Какие у меня шансы что купят петов я уже полтора дня жду,9
"Списались деньги,и вместо покупаемого товара в инвентаре появились другие дешёвые петы",9
Здравствуйте,1
"Здравствуйте, что делать если я пополнила стар петс, деньги снялись с карты, а они не появились на стар петс(цена 88 рублей) такая же ситуация произошла месяц назад, я оплатила 12 рублей, деньги сняли, а на стар петс до сих пор они не пришли, что делать?",6
я купила несколько петов а они мне не пришли,9
Здравствуйте! Мой вопрос остается открытым. Покупки не отображаются в инвентаре,9
Ко мне не пришли петы,9
"Сдраствуйте, а почему мои деньги не пришли? На Теле2, прошло больше недели.",7
"здравствуйте,я купила пета , но он не отображается в моем инвентаре",9
"Здравствуйте. Я недавно писала про то, что фр корова не появилась в инвентаре, покупала за 100 рублей. Я хочу сделать возврат. Коровы нет",9
Здраствуйте я покупала у вас два райд пета и они у меня не появились,9
"Здравствуте,а можно,например,зайти к боту чтобы пополнить инвентарь,а потом хочу ещё раз пополнить,нужно ли перезаходить или можно тому же боту?",9
Я вам писала,9
Здравствуйте только что купила нфр скеле рекса Goldhorna акулу и Mythic Egg хочу забрать питомцев а их нет в инвентаре обновляла и так далее их нет что делать?,9
У меня в инвентаре нету петов которых я купила я их не вывела,9
"Я покупала Ride Snowman, и его нет в инвентаре",9
Я купила пета он не появился в инвентаре,9
"Здравствуйте,я купила нфр кенгуру и бот у которого мой пет не принимает треид.",4
здравствуйте,1
Здраствуйте я к вам уже обращалась по поводу того что я купила пета а его у меня в инвентаре нету и у меня возник вопрос можноли задать?,9
"Добрый вечер! Я оплатил 728 р. А петы не появилисть. Совершсю покупку не первый раз, а с таким еще не сталкивался",9
Я не могу вывести пета через рынок,4
"Здравствуйте. Я купила флай райд корову , оплатила 100 рублей. В инвентаре ее не оказалось. Что делать?",9
https://file.starpets.gg/static/images/a508c148078401a18661d959cb41e7ca.png,9
Здраствуйте,1
"Здравствуйте,у меня пропали питомцы,а именно:8 обычных додо,кабан,5 белых уток.",9
Мне не пополнились петы в инвентарь,9
простите пажалуйста но я не поняла,1
Здравствуйте,1
"Здравствуйте! Только что купила на сайте  FR DRAGON,но в инвентаре его у меня нету",9
У меня нет пета которого я купил но деньги снялись,9
Здраствуйте,1
Хорошо,9
Здравствуйте,1
"у меня такая проблема я купил пэта, в истории это можно посмотреть а в инвентаое он не отображается а деньги списались",9
А петы скоро бридут?,9
Я КУПИЛ М Р МАМОНТА И У МЕНЯ ЕГО НЕТ В ИНВЕНТАРЕ,9
Покупки не отображаются в инвентаре,9
Здравствуйте когда будет обнова. С,9
Здравствуйте я купила пета а в инвентаре его нету,9
здравствуйте,1
"Здравствуйте, я не давно узнала о проблеме в посте Инстаграмма, и получилось, что когда я покупала пета, то он не появился в инвентаре. Покупала землеройку фулл граун за 23 ₽",9
Здравствуйте,1
Мы купили owl но она не появилась в инвентаре хотим спросить появится owl или нет,9
"Hello, I recently bought some pets, but the do not appear in the inventory",9
"Здравствуйте!Я купила взрослую флай рысь за 7 рублей, но её нет в моём инвентаре, что мне делать?",9
"Здраствуйте,у меня пропал пет,который я покупал",9
"Здравствуйте, ещё 2 питомца не пришли мне на счет",9
Здравствуйте,1
Я не понимаю... У меня что-то не так с программой у меня оставалось 2 рубля на щету хотела купить пета но он опять не пришол может что-то не так это уже 2 раз...,9
"Здравствуйте, купила 4 волков сегодня, но не отображаются в инвентаре.",9
"Добрый вечер. У меня произошла проблема. Я купил питомцев и они переместились в инвентарь, но когда я захотел их вывести, я зашёл и мне написали что инвентарь пуст",9
Я купила пэтов они не отображаются в инвиторе,9
https://file.starpets.gg/static/images/c5b4e4928ff7bee86825f9e367ffa157.png,9
Ну что с моим выводом,7
срочно я знаю как мне отправить,9
"Здравствуйте я купил пета, но он не появился в инвентаре",9
"Здравствуйте, ам у меня есть один вопрос..",1
Здравствуйте,1
Здрасте,1
Суть проблемы. Совершена покупка петов. При этом в инвентаре их не появилось.,9
Связаться с поддержкой,11
"Hello , Ihave just filled this account with money, but it does not appear in the balance , can you explain?",6
Здравствуйте подскажите что за неизвеная ошибка в сайте,12
Когда я могу связаться с оператором?,9
hey,1
"здравствуйте, туту меня проблема.",1
я купила петов но я не могу их вывести у меня их нет в инвентаре,9
Здраствуйте я у вас купиль петы но они нету у меня в инвентаре почему пишет кажется у вас нет петы я что зря потратил деньги ?Здраствуйте я у вас купиль петы но они нету у меня в инвентаре почему пишет кажется у вас нет петы я что зря потратил деньги ?,9
"Я купила петов, а они не появились в инвентаре. Что делать?",9
Связаться с поддержкой,11
Я купил петов на 271 рубль мне написало что они куплены но я не могу их вывести почему исправте?,4
"Здравствуйте, сегодня купил райд черепаху за 70 рублей",9
"Здрасте, почему я купила петов а их в инвентаре нету",9
hi,1
здраствуйте у меня проблема,1
Здравствуйте мою заявку проверили?,9
"Здравствуйте. Я уже второй раз покупаю питомца и опять он не появляется в инвентаре, но деньги снимаются",9
Здравствуйте купила фроста а он не пришёл,9
Мне не отдали яйцо Fossi egg,4
окей,9
"Здравствуйте почему я купил петов,деньги потратились а сами петы не высвечиваются",9
Почему покупки не доступны в инвентаре?,9
"Здравствуйте,сегодня я купил около 5-ти питомцев.Когда я зашел в инвентарь, была только одна из покупок. Что мне делать в такой ситуации?",9
Бот откланяет трейд,4
Здравствуйте. Мне после покупки не отдали питомца,9
Не получается встретиться с ботом. При попытке ввода никнейма приложение пишет об ошибке.,4
Здравствуйте почему у меня постаяно вылетает аккаунт,9
"Здравствуйте, что там по моему запросу насчёт неотображаемости петов в инвентаре после покупки",9
Здравствуйте я купил петов,9
Как вывести деньги?,7
Здраствуйте,1
В инвентаре есть петы которые я уже продала,9
"Здраствуйте, я купила товар а его нету у меня в инвентаре",9
здравствуйте деньги не приходят,7
"Здравствуйте, почему я купила петомцев а у меня в инвентаре не появились они",9
Здравствуйте . Я купила пета. И в инвентаре у меня они не появились . Что мне делать?,9
Мы купили петов 10 минут назад. В инвентаре их нет. Где их искать?,9
НУ ЗАЧЕМ Я ЕЩЁ НЕ ДОГОВОРИЛА,9
деньги исчезли а петы в инвентаре не появились,9
"Здравствуйте, почему мне не пришли 2 NFR TURTLE куплены мною!!",9
"Здравствуйте,мне не пришли петы в инвентарь",9
"Здравствуйте, купила питомца, деньги списаны, а в инвентаре его нет.",9
